2024-03-20 09:38:29.329,-0.072754,-0.093994,-1.002197,0.656128,0.259399,0.091553
2024-03-20 09:38:29.340,-0.074707,-0.096436,-1.004150,0.717163,0.244141,0.076294
2024-03-20 09:38:29.350,-0.071777,-0.096191,-1.004883,0.671387,0.167847,0.061035
2024-03-20 09:38:29.360,-0.072021,-0.094482,-1.003662,0.717163,0.137329,0.045776
2024-03-20 09:38:29.369,-0.071533,-0.096924,-1.005371,0.701904,0.289917,0.076294
2024-03-20 09:38:29.379,-0.071289,-0.095947,-1.005615,0.671387,0.259399,0.000000
2024-03-20 09:38:29.389,-0.069580,-0.096191,-1.004150,0.671387,0.228882,0.030518
2024-03-20 09:38:29.399,-0.072021,-0.096191,-1.007080,0.701904,0.259399,0.045776
2024-03-20 09:38:29.409,-0.070801,-0.095215,-1.006104,0.778198,0.244141,0.061035
2024-03-20 09:38:29.420,-0.071289,-0.094482,-1.006104,0.717163,0.274658,0.076294
2024-03-20 09:38:29.430,-0.065918,-0.098633,-1.007324,0.595093,0.213623,0.152588
2024-03-20 09:38:29.440,-0.065918,-0.106689,-1.005371,0.564575,0.198364,0.228882
2024-03-20 09:38:29.450,-0.070313,-0.103516,-1.006104,0.442505,0.289917,0.305176
2024-03-20 09:38:29.459,-0.065674,-0.096191,-1.007080,0.366211,0.244141,0.411987
2024-03-20 09:38:29.469,-0.062500,-0.089600,-1.003418,0.411987,0.213623,0.427246
2024-03-20 09:38:29.479,-0.066162,-0.082520,-1.003662,0.564575,0.259399,0.320435
2024-03-20 09:38:29.489,-0.080322,-0.073975,-1.002197,0.701904,0.274658,0.137329
2024-03-20 09:38:29.500,-0.088379,-0.077881,-1.002930,0.946045,0.289917,-0.106812
2024-03-20 09:38:29.510,-0.083252,-0.090332,-1.000732,0.915527,0.305176,-0.289917
2024-03-20 09:38:29.520,-0.075684,-0.099854,-1.004639,0.930786,0.305176,-0.335693
2024-03-20 09:38:29.530,-0.069580,-0.104736,-1.004639,1.022339,0.259399,-0.274658
2024-03-20 09:38:29.540,-0.062500,-0.100830,-1.006836,0.823975,0.259399,-0.289917
2024-03-20 09:38:29.549,-0.063965,-0.103516,-1.007813,0.671387,0.335693,-0.152588
