2024-03-21 13:51:01.329,-0.034180,-0.239014,-0.983643,0.717163,0.259399,-0.045776
2024-03-21 13:51:01.339,-0.035645,-0.239990,-0.983398,0.701904,0.228882,0.000000
2024-03-21 13:51:01.349,-0.039307,-0.243408,-0.983398,0.732422,0.183105,-0.061035
2024-03-21 13:51:01.359,-0.040527,-0.245850,-0.984619,0.823975,0.167847,0.000000
2024-03-21 13:51:01.369,-0.041992,-0.248291,-0.984619,0.747681,0.228882,0.091553
2024-03-21 13:51:01.379,-0.045166,-0.253174,-0.982910,0.686645,0.167847,0.000000
2024-03-21 13:51:01.389,-0.043213,-0.253418,-0.982910,0.701904,0.259399,0.183105
2024-03-21 13:51:01.399,-0.040771,-0.252686,-0.984619,0.595093,0.274658,0.366211
2024-03-21 13:51:01.409,-0.037598,-0.252686,-0.983887,0.518799,0.289917,0.366211
2024-03-21 13:51:01.419,-0.037598,-0.248779,-0.983398,0.518799,0.305176,0.320435
2024-03-21 13:51:01.429,-0.036865,-0.245850,-0.982666,0.564575,0.350952,0.305176
2024-03-21 13:51:01.440,-0.035645,-0.242920,-0.983643,0.488281,0.427246,0.244141
2024-03-21 13:51:01.450,-0.036133,-0.241699,-0.982422,0.488281,0.411987,0.045776
2024-03-21 13:51:01.460,-0.036133,-0.238037,-0.982422,0.579834,0.457764,0.030518
2024-03-21 13:51:01.470,-0.036621,-0.236084,-0.981934,0.579834,0.473022,0.045776
2024-03-21 13:51:01.480,-0.035400,-0.236084,-0.982178,0.549316,0.427246,0.015259
2024-03-21 13:51:01.490,-0.032959,-0.237305,-0.980713,0.564575,0.381470,-0.015259
2024-03-21 13:51:01.500,-0.031250,-0.236816,-0.980713,0.656128,0.427246,-0.015259
2024-03-21 13:51:01.510,-0.032227,-0.235352,-0.980713,0.762939,0.350952,-0.015259
2024-03-21 13:51:01.520,-0.032471,-0.236328,-0.982178,0.610352,0.320435,-0.030518
2024-03-21 13:51:01.530,-0.033691,-0.236572,-0.982178,0.717163,0.320435,0.015259
2024-03-21 13:51:01.539,-0.037842,-0.234863,-0.978271,0.747681,0.289917,-0.015259
2024-03-21 13:51:01.549,-0.037109,-0.238037,-0.982666,0.747681,0.274658,-0.106812
2024-03-21 13:51:01.559,-0.036621,-0.240723,-0.981201,0.778198,0.228882,-0.045776
2024-03-21 13:51:01.569,-0.037842,-0.244141,-0.983643,0.762939,0.228882,0.061035
2024-03-21 13:51:01.579,-0.040039,-0.245361,-0.980957,0.778198,0.244141,0.106812
2024-03-21 13:51:01.589,-0.041504,-0.244385,-0.985107,0.778198,0.320435,0.137329
2024-03-21 13:51:01.599,-0.039795,-0.245605,-0.977783,0.778198,0.198364,0.213623
2024-03-21 13:51:01.609,-0.034424,-0.243896,-0.982422,0.717163,0.152588,0.427246
2024-03-21 13:51:01.619,-0.033691,-0.241943,-0.989502,0.732422,0.076294,0.473022
2024-03-21 13:51:01.630,-0.032471,-0.241455,-0.984863,0.671387,0.091553,0.427246
2024-03-21 13:51:01.640,-0.032471,-0.244385,-0.984375,0.762939,0.137329,0.289917
2024-03-21 13:51:01.650,-0.031250,-0.242676,-0.979004,0.701904,0.198364,0.106812
2024-03-21 13:51:01.660,-0.035156,-0.241699,-0.985840,0.656128,0.289917,-0.076294
2024-03-21 13:51:01.670,-0.042969,-0.249512,-0.987305,0.686645,0.289917,-0.228882
2024-03-21 13:51:01.680,-0.045410,-0.246582,-0.982178,0.549316,0.442505,-0.198364
2024-03-21 13:51:01.690,-0.041016,-0.248047,-0.980469,0.534058,0.442505,-0.137329
2024-03-21 13:51:01.700,-0.045166,-0.247803,-0.978271,0.595093,0.396728,-0.106812
2024-03-21 13:51:01.710,-0.042969,-0.239014,-0.983154,0.610352,0.427246,0.122070
2024-03-21 13:51:01.720,-0.035156,-0.239502,-0.980713,0.610352,0.396728,0.213623
2024-03-21 13:51:01.730,-0.028320,-0.232422,-0.980713,0.656128,0.381470,0.198364
2024-03-21 13:51:01.740,-0.027100,-0.230469,-0.982422,0.686645,0.320435,0.198364
2024-03-21 13:51:01.750,-0.024414,-0.231934,-0.981445,0.762939,0.167847,0.045776
2024-03-21 13:51:01.760,-0.026123,-0.229736,-0.981934,0.793457,0.244141,-0.015259
2024-03-21 13:51:01.770,-0.025879,-0.231934,-0.981201,0.793457,0.183105,-0.106812
2024-03-21 13:51:01.780,-0.033691,-0.236084,-0.982910,0.839233,0.061035,-0.274658
