2024-03-19 11:42:27.260,-0.076904,-0.065918,-1.003906
2024-03-19 11:42:27.270,-0.074707,-0.064453,-1.000488
2024-03-19 11:42:27.280,-0.075439,-0.063232,-1.008301
2024-03-19 11:42:27.290,-0.073486,-0.065918,-1.001709
2024-03-19 11:42:27.299,-0.076416,-0.066650,-1.008545
2024-03-19 11:42:27.309,-0.068848,-0.066162,-1.008545
2024-03-19 11:42:27.319,-0.073242,-0.065674,-1.009766
2024-03-19 11:42:27.329,-0.071289,-0.065674,-1.004883
2024-03-19 11:42:27.340,-0.074463,-0.068604,-1.004883
2024-03-19 11:42:27.350,-0.080811,-0.064697,-1.002441
2024-03-19 11:42:27.360,-0.078369,-0.063477,-1.007813
2024-03-19 11:42:27.369,-0.075928,-0.061768,-1.007324
2024-03-19 11:42:27.379,-0.075439,-0.062500,-1.003174
2024-03-19 11:42:27.389,-0.074951,-0.063721,-1.005859
2024-03-19 11:42:27.399,-0.068359,-0.064209,-1.004639
2024-03-19 11:42:27.409,-0.063965,-0.068848,-1.004395
2024-03-19 11:42:27.420,-0.064453,-0.067383,-1.004883
2024-03-19 11:42:27.430,-0.065430,-0.065918,-1.009521
2024-03-19 11:42:27.440,-0.068115,-0.062500,-1.008545
2024-03-19 11:42:27.450,-0.075439,-0.066406,-1.005371
2024-03-19 11:42:27.459,-0.079590,-0.065186,-1.006592
2024-03-19 11:42:27.469,-0.085938,-0.068359,-0.998779
2024-03-19 11:42:27.479,-0.091309,-0.067139,-1.006836
2024-03-19 11:42:27.489,-0.093262,-0.065430,-1.003906
2024-03-19 11:42:27.500,-0.083740,-0.057617,-1.002441
2024-03-19 11:42:27.510,-0.085205,-0.062744,-1.003418
2024-03-19 11:42:27.520,-0.076172,-0.058838,-0.999268
2024-03-19 11:42:27.530,-0.067139,-0.061768,-1.007568
2024-03-19 11:42:27.540,-0.066650,-0.060791,-1.005127
2024-03-19 11:42:27.549,-0.063721,-0.067383,-1.007568
2024-03-19 11:42:27.559,-0.064209,-0.060791,-1.006348
2024-03-19 11:42:27.569,-0.071533,-0.060059,-1.005859
2024-03-19 11:42:27.579,-0.075195,-0.062500,-1.002197
2024-03-19 11:42:27.590,-0.075195,-0.068604,-1.002686
