x accelerometer,y accelerometer,z accelerometer,x gyro,y gyro,z gyro,surface
-0.121338,-0.148682,-1.10376,-0.427246,0.534058,3.051758,tile
0.003174,-0.076904,-0.948242,0.564575,-0.823975,3.479004,tile
-0.049805,-0.051025,-1.083008,2.197266,0.152588,2.975464,tile
0.078613,0.038086,-0.90625,0.976562,-1.098633,3.311157,tile
0.106689,-0.122803,-0.912354,-0.579834,1.205444,3.616333,tile
-0.196777,-0.099121,-1.064941,1.403808,1.831055,5.462646,tile
-0.043213,-0.01001,-0.956787,2.807617,0.106812,4.013062,tile
0.04834,-0.083008,-1.05127,1.586914,0.427246,1.937866,tile
0.011719,0.009277,-1.041992,1.327515,0.686645,2.151489,tile
-0.026123,-0.045898,-0.996826,0.061035,0.701904,1.434326,tile
-0.04541,-0.054443,-0.921387,0.717163,0.076294,0.930786,tile
0.085205,-0.064209,-0.970215,2.975464,0.747681,0.747681,tile
0.03125,0.050781,-1.123047,2.838135,2.853393,1.358032,tile
-0.073486,-0.085693,-1.053711,0.198364,0.88501,1.953125,tile
-0.087646,-0.080566,-0.873535,-0.793457,0.62561,1.937866,tile
-0.005371,-0.046387,-1.041748,1.480102,-0.305176,1.571655,tile
0.185303,0.046143,-1.068848,2.792358,-0.183105,1.12915,tile
0.022705,-0.040771,-1.009277,0.991821,1.083374,1.495361,tile
-0.077393,-0.060547,-0.981934,1.068115,1.419067,1.708984,tile
-0.079102,-0.068359,-0.990723,1.876831,0.579834,1.449585,tile
-0.011719,-0.027832,-1.029297,1.663208,-0.228882,1.708984,tile
0.058594,-0.001221,-1.078369,0.854492,0.137329,2.044678,tile
-0.030029,-0.080811,-1.074707,0.167847,0.167847,1.998901,tile
-0.008301,-0.043213,-0.761719,0.62561,-0.137329,2.227783,tile
0.002197,-0.081787,-1.143555,0.457764,-0.106812,1.983642,tile
0.000977,-0.027832,-1.018066,3.128052,0.12207,2.059937,tile
0.062256,-0.084961,-0.890381,1.403808,1.281738,1.998901,tile
-0.157227,0.002441,-0.963623,0.305176,1.586914,2.746582,tile
-0.056885,-0.090576,-1.263672,2.777099,-0.183105,2.182007,tile
0.07666,-0.022949,-0.85083,2.5177,-0.946045,1.358032,tile
0.10376,0.078369,-0.992188,0.38147,1.922607,2.990722,tile
-0.225342,-0.133301,-1.161621,0.274658,1.754761,3.677368,tile
