filtered accelerometer,gyro,surface
0.02846599094358304,1.6987355740814991,asphalt
-0.042912016265199665,2.0517254587897478,asphalt
0.28060694022956056,0.8952110037270542,asphalt
0.2247167502823053,1.2764590909950857,asphalt
0.04787153925975976,4.475665890057143,asphalt
0.04908470450851399,2.2493648493263603,asphalt
0.19275832159921275,2.074128928184793,asphalt
0.06626850496878559,1.8242393515035245,asphalt
0.14124715069955543,1.8859886231719427,asphalt
0.020512296323527218,0.9294090196275264,asphalt
0.18534755610696263,1.7608542521651247,asphalt
0.2879416851791314,2.589367672138509,asphalt
-0.05902786377463023,3.6159465394102552,asphalt
-0.03908149064705013,3.853138972502289,asphalt
0.2927141331887059,3.372053823298792,asphalt
0.0979728058015979,4.090123828366448,asphalt
0.14359017839139684,4.030688745595348,asphalt
0.1630078813534182,5.44988739240748,asphalt
0.14434908423443255,4.566663076979185,asphalt
-0.15468164814516916,4.343692195425454,asphalt
0.13337463922932977,5.029802683980555,asphalt
0.2001748824091241,4.768193942644321,asphalt
0.20908596199725463,5.315777469345664,asphalt
0.23050363302301108,4.179710587468109,asphalt
0.05060970052569462,6.437508782853038,asphalt
-0.0764154827752553,4.695271360080692,asphalt
0.20147715136113534,3.220508414041796,asphalt
0.17758737903441166,1.8493371609552436,asphalt
-0.0665786202160649,4.958988296970059,asphalt
0.058106851427612335,5.265254920689026,asphalt
-0.05496457171400432,7.289102386234672,asphalt
0.16817569451631303,8.767034486439186,asphalt
0.26530667367793037,5.074550763903836,asphalt
0.12827649434066254,4.710049376902221,asphalt
-0.04085399679956036,6.69012175051314,asphalt
0.07979025661232378,6.183575124600574,asphalt
0.17628679473074613,4.703792074946978,asphalt
0.005011823471318011,3.877954633814584,asphalt
-0.10086700407619789,2.817220372639315,asphalt
0.17019538287830063,5.389896209092156,asphalt
0.3720144161963643,4.563092034258349,asphalt
0.05487097288507403,3.3963746044283747,asphalt
-0.23730217764172215,1.967200410874805,asphalt
0.2100611043529334,2.6478725457561207,asphalt
0.07935621362773972,3.789835657894812,asphalt
0.023455778345829667,4.120946338002232,asphalt
0.1737997309760696,4.376852379745517,asphalt
0.18248114929219478,3.787930753246949,asphalt
-0.16953133911914475,4.719753667651417,asphalt
-0.0386046598910404,4.927644487792722,asphalt
0.37036607253341625,5.004277869713971,asphalt
0.11094585281288538,4.352099572314724,asphalt
-0.1232702594928127,4.135498046039074,asphalt
-0.04539436113145273,4.320069816726693,asphalt
0.22960618453953133,5.794684507830776,asphalt
0.040359782518999826,2.4426460023640346,asphalt
-0.016960303091566716,2.5988817424280777,asphalt
0.07777893633791945,5.636940465625923,asphalt
0.11546879642084733,3.1964527008751435,asphalt
0.03841200499498984,3.0469855602257128,asphalt
0.10371629541137553,4.263377352290787,asphalt
0.18792564560884262,5.505716943420266,asphalt
-0.05358882124560446,3.4855891809886312,asphalt
0.0803082861347067,6.129856206676059,asphalt
-0.062794894022878,4.659955152855551,asphalt
0.25779716620445425,4.042657055723377,asphalt
0.010502492291482785,4.141770368270191,asphalt
-0.07456362048203023,5.298513790583733,asphalt
-0.08334370123118309,5.817681376148664,asphalt
0.1049431592847887,4.064484332924042,asphalt
0.15577687342190852,3.997307338416825,asphalt
0.06164224374401915,4.4282304743291085,asphalt
-0.04083810535504177,3.7132501258565926,asphalt
0.062126202902079014,3.878674727000577,asphalt
0.07043316040601322,3.520979614879501,asphalt
0.11883320232802713,3.970658226183412,asphalt
-0.3031092605974058,3.176504238117903,asphalt
-0.1684427059189065,5.636816764090439,asphalt
0.14445357286517924,6.2945608036029,asphalt
0.166529352335843,7.66928331654197,asphalt
0.19388711856612909,5.263663328972799,asphalt
0.13008967834071294,6.334345117779896,asphalt
-0.13294868419420255,6.489866367088077,asphalt
-0.038729436706860756,5.781792044338848,asphalt
0.061254598958607014,7.947734525252525,asphalt
0.0022314082674524116,6.995950385417695,asphalt
0.046794804227930475,6.635555885090111,asphalt
0.17371822738774334,7.007671935518529,asphalt
-0.11346529925649118,4.468975702814908,asphalt
0.2351374105055633,3.313020245886373,asphalt
0.01659632086097485,4.56117830564088,asphalt
-0.008091445686550933,5.649668301217869,asphalt
0.06477133945881894,4.060185563695703,asphalt
0.14502452885589567,2.051157798915042,asphalt
-0.1596457075552653,2.546023641828567,asphalt
0.07690899105118688,1.5743934729758633,asphalt
0.16738846619913467,2.910591515165603,asphalt
0.18777879053452387,2.1367753023408897,asphalt
0.15229636805919122,4.711433140708992,asphalt
-0.211798205100765,2.667016593628732,asphalt
0.07264459166799267,2.490503653869233,asphalt
-0.006901262156928236,1.716935546517108,asphalt
0.057888960291359426,2.534888466491968,asphalt
0.16997812730383915,5.670975175525282,asphalt
-0.044796421202056444,5.405360121040041,asphalt
-0.1445691825681239,3.509719679763756,asphalt
-0.08301473141090068,0.9297843815310086,asphalt
0.08740311746316563,5.163652088310075,asphalt
0.0966760341876888,2.9602440853382346,asphalt
0.021409584792803662,3.579868780580372,asphalt
-0.04134413444298815,1.747448105573668,asphalt
-0.025228926009398356,4.849054588696956,asphalt
0.0882655995141629,5.902469072093305,asphalt
-0.025366849459253802,3.727987488930992,asphalt
-0.062217860736733965,2.2937468053967947,asphalt
0.18558131187986684,3.5852955295976647,asphalt
-0.04210181497714509,2.817632861106287,asphalt
0.04130169342864538,2.9945349698699464,asphalt
0.035387809272663204,2.829425344387973,asphalt
0.07820460313488761,2.137700832173436,asphalt
-0.0031459367666886694,2.2389898893744475,asphalt
-0.07426703559642299,2.2708442571418237,asphalt
0.10549659810835395,4.471761689619987,asphalt
0.006787005750532985,3.5577853187290547,asphalt
0.12362482641454298,2.593500307933469,asphalt
-0.0500620729433905,4.87309876154188,asphalt
-0.06874740916726274,2.486292788653822,asphalt
0.18090730671514338,2.817550911972311,asphalt
0.07420493415081558,3.53207189440787,asphalt
-0.05453093851647807,3.914258376270401,asphalt
-0.06192738276333975,4.747469696979749,asphalt
0.04272785554907039,3.1960515607176925,asphalt
0.08382203256627022,3.617008454705352,asphalt
-0.013953706789340931,3.526001629965165,asphalt
-0.07057553358406943,2.8175921765686742,asphalt
0.03342821317403998,3.465794666460926,asphalt
0.006413095726816559,4.212227523534906,asphalt
0.306774903056929,3.773643121175743,asphalt
0.3810655646771873,4.946506872535001,asphalt
-0.34982539115043054,7.546885410546592,asphalt
-0.1702721590633124,6.500476810087319,asphalt
-0.15219939092927867,4.8840991482784215,asphalt
0.5145753314192838,4.886768099358102,asphalt
-0.043107351165704175,2.093180497049884,asphalt
-0.23864727233536562,3.523987410691616,asphalt
-0.007332131235367878,2.732090081728822,asphalt
0.23000767485501167,2.9373860436513954,asphalt
-0.04473444831000865,3.05800749713028,asphalt
-0.17147021364311354,1.9119208989989624,asphalt
0.22890775429237065,1.96897468692566,asphalt
0.06521181591968565,2.4211521910722587,asphalt
-0.15007418863464708,1.9821748790492733,asphalt
0.010183592424557707,1.8721729967973044,asphalt
-0.02106466923357774,2.0565996252540257,asphalt
0.013634937752852423,2.4832943517764865,asphalt
-0.02386823494401388,3.39777963355954,asphalt
0.017263440006437914,2.6897913409337164,asphalt
-0.11805254172797863,3.0628765091962165,asphalt
0.12921474962242052,4.945094960217548,asphalt
0.0003162777558665779,3.774938475694935,asphalt
0.019888788626405016,2.080181589539,asphalt
0.022918925786703757,4.171736888999713,asphalt
0.015341217408645604,3.4654250167405154,asphalt
-0.13959967638341428,2.9234423433567147,asphalt
0.1281676047643865,4.239746681453268,asphalt
-0.011596570458778916,2.612285040426102,asphalt
-0.058305521482937925,1.839301410088352,asphalt
0.07473238458598214,4.31548652046939,asphalt
-0.01063577145413252,3.9741742159383247,asphalt
-0.026513518422216463,1.748446583183198,asphalt
-0.005638858334770628,4.46081481533744,asphalt
0.032025191793797925,4.452325029603297,asphalt
-0.08170565504276679,2.7674415560929195,asphalt
-0.00581012134145672,5.3506156981883874,asphalt
0.17931457247753754,7.769315490411945,asphalt
0.021692564670931266,3.6230226183138856,asphalt
-0.039467197171836665,4.364893617510741,asphalt
0.03201839649635309,6.94117252449678,asphalt
-0.01656342011691917,4.295071711446737,asphalt
0.029082905411060817,5.051949741176866,asphalt
-0.04621808402815293,5.131197282669026,asphalt
-0.02238123722917915,4.204370574447024,asphalt
0.03765523315420325,5.509014455635691,asphalt
0.08998128226386752,3.253844792714151,asphalt
-0.07385862015590575,4.830219997668636,asphalt
-0.07783067906430285,6.591407395159701,asphalt
0.2132401982422059,7.507463021987655,asphalt
-0.02744860317866197,4.961523289110815,asphalt
-0.14721499161223853,2.419323667983472,asphalt
0.0781461921202044,5.347938492855167,asphalt
0.06479627388052202,6.379505545660573,asphalt
-0.0456309791548069,6.17726490389687,asphalt
0.14672754419664008,4.556044985432651,asphalt
0.00451833365575631,3.0831432833846693,asphalt
-0.14135677497785126,3.5669352053309016,asphalt
0.04352551041366336,5.489135875716414,asphalt
0.04960781177970013,4.928943749087323,asphalt
-0.020099509401978848,2.773407802798932,asphalt
-0.020316827203714853,1.5225183529993982,asphalt
0.045757901895204275,3.668112028092245,asphalt
0.009033832178581199,2.8392004168304146,asphalt
-0.030615999333088357,4.567095420632242,asphalt
0.02966610428200559,2.6370349667742365,asphalt
0.10741177570384838,2.689921829349136,asphalt
-0.048483754066379406,2.4334777729449266,asphalt
-0.05134625977041076,1.3477917376097095,asphalt
0.04923374318424023,2.7579602699134376,asphalt
0.023349568348266684,2.6622100441161662,asphalt
-0.04575742290650704,1.423163328303888,asphalt
-0.08994637920210546,3.2864184206047167,asphalt
