x accelerometer,y accelerometer,z accelerometer,x gyro,y gyro,z gyro,surface
-0.099854,-0.423584,-0.898193,1.571655,0.350952,3.845215,grass
-0.081787,-0.416504,-0.899658,2.120972,-0.411987,5.050659,grass
-0.065674,-0.40332,-0.898682,2.670288,-1.098633,6.256103,grass
-0.067383,-0.416748,-0.898438,3.112793,-1.51062,7.04956,grass
-0.064209,-0.409912,-0.918213,3.509521,-1.953125,7.736206,grass
-0.052979,-0.416504,-0.929688,3.784179,-2.410889,8.239746,grass
-0.049805,-0.417725,-0.935547,4.089355,-2.578735,8.407593,grass
-0.048828,-0.425293,-0.943604,4.272461,-2.853393,8.575439,grass
-0.039063,-0.432129,-0.945801,4.40979,-2.883911,8.560181,grass
-0.042725,-0.436523,-0.934082,4.53186,-2.670288,8.483887,grass
-0.049316,-0.440674,-0.922363,4.699707,-2.578735,8.148193,grass
-0.042725,-0.439453,-0.910645,4.974365,-2.380371,7.766723,grass
-0.039795,-0.435059,-0.894287,5.401611,-2.01416,7.614135,grass
-0.037109,-0.428467,-0.890625,5.935668,-1.464844,7.476806,grass
-0.03418,-0.421875,-0.901611,6.332397,-0.946045,7.369995,grass
-0.040283,-0.412598,-0.916016,6.607055,-0.473022,7.247924,grass
-0.049316,-0.39209,-0.925781,6.729125,-0.015259,7.064819,grass
-0.059326,-0.367432,-0.931885,6.759643,0.259399,6.805419,grass
-0.061523,-0.35083,-0.935791,6.66809,0.12207,6.530761,grass
-0.055176,-0.333008,-0.938232,6.591796,0.213623,6.515502,grass
-0.050781,-0.320313,-0.94165,6.347656,0.396728,6.576538,grass
-0.043945,-0.317627,-0.953613,6.179809,0.473022,6.530761,grass
-0.023682,-0.321777,-0.965332,5.874633,0.564575,6.256103,grass
0.011475,-0.370117,-0.955078,5.844116,0.823975,6.301879,grass
-0.019775,-0.38501,-0.940918,5.981445,1.63269,6.896972,grass
-0.106689,-0.374268,-0.966797,5.0354,2.01416,7.04956,grass
-0.106445,-0.353027,-1.006836,4.302979,0.869751,6.225585,grass
-0.045654,-0.358887,-1.007568,3.799438,-0.473022,5.325317,grass
-0.009766,-0.388184,-0.973389,3.250122,-0.762939,5.447387,grass
-0.032471,-0.417236,-0.949219,2.731323,-0.167847,6.591796,grass
-0.061768,-0.435303,-0.938721,2.319336,0.457764,7.858276,grass
-0.080566,-0.446045,-0.91748,2.410889,0.183105,8.590698,grass
-0.07373,-0.438477,-0.902832,2.960205,-0.717163,8.682251,grass
-0.043457,-0.428467,-0.885498,3.631592,-1.525879,8.255005,grass
-0.016113,-0.419434,-0.877686,4.226685,-1.907349,7.8125,grass
-0.009033,-0.403809,-0.888672,4.669189,-1.846313,7.461547,grass
-0.018311,-0.387451,-0.903564,5.142211,-1.846313,7.003784,grass
-0.008301,-0.375977,-0.919434,5.340576,-1.937866,6.317138,grass
0.007813,-0.375488,-0.937744,5.279541,-2.044678,5.386352,grass
0.039795,-0.371094,-0.95752,5.081176,-2.304077,4.257202,grass
0.04834,-0.398438,-0.956055,4.623413,-2.27356,3.005981,grass
0.058594,-0.422363,-0.937012,4.257202,-2.029419,1.953125,grass
0.040283,-0.441162,-0.932861,3.890991,-1.403808,1.052856,grass
0.023682,-0.436035,-0.938965,3.52478,-0.961304,0.091553,grass
0.036621,-0.424805,-0.938965,3.40271,-0.762939,-0.839233,grass
0.014648,-0.412598,-0.938232,3.280639,-0.350952,-1.876831,grass
-0.008301,-0.401367,-0.941162,3.02124,0.061035,-2.929687,grass
-0.025391,-0.397949,-0.943848,2.807617,0.396728,-3.707886,grass
-0.040039,-0.405518,-0.945801,2.304077,0.854492,-4.379272,grass
-0.060547,-0.416748,-0.949219,1.953125,1.358032,-4.867554,grass
-0.077393,-0.425049,-0.941406,1.724243,1.586914,-5.172729,grass
-0.084961,-0.431396,-0.934326,1.373291,1.693725,-5.477905,grass
