Timestamp,x-accelerometer,y-accelerometer,z-accelerometer,x-gyroscope,y-gyroscope,z-gyroscope
2024-03-20 10:03:59.330,-0.290283,-0.27002,-0.729248,5.187988,1.12915,0.823975
2024-03-20 10:03:59.340,-0.147949,-0.014648,-1.282715,11.627196,-0.961304,2.990722
2024-03-20 10:03:59.349,0.262451,-0.045898,-1.20459,9.094238,-0.274658,-2.304077
2024-03-20 10:03:59.360,0.129639,-0.134521,-0.79126,6.591796,1.235962,-1.708984
2024-03-20 10:03:59.369,-0.109619,0.126953,-0.926758,7.5531,1.998901,1.876831
2024-03-20 10:03:59.380,-0.068604,0.094482,-1.109375,5.386352,2.853393,-0.518799
2024-03-20 10:03:59.389,0.094971,0.078125,-0.885742,2.258301,3.051758,-1.312256
2024-03-20 10:03:59.400,-0.146729,-0.025146,-0.962402,1.037598,3.234863,0.732422
2024-03-20 10:03:59.409,-0.229248,-0.141846,-1.203125,4.486084,3.479004,2.731323
2024-03-20 10:03:59.419,-0.179199,-0.062012,-1.199707,4.241943,0.549316,2.593994
2024-03-20 10:03:59.430,0.015381,0.054688,-0.943848,0.686645,-1.602173,0.38147
2024-03-20 10:03:59.439,0.070557,0.041016,-0.951904,2.13623,-0.579834,-1.022339
2024-03-20 10:03:59.450,0.025391,-0.000732,-0.932617,1.63269,0.320435,0.091553
2024-03-20 10:03:59.459,-0.116943,0.116211,-1.042725,-0.350952,0.50354,1.968384
2024-03-20 10:03:59.470,-0.020264,-0.036621,-1.124756,0.457764,0.656128,1.983642
2024-03-20 10:03:59.479,0.035645,-0.096924,-1.024902,-1.586914,1.190186,3.387451
2024-03-20 10:03:59.490,-0.206543,-0.000977,-0.965332,-0.930786,0.854492,5.950927
2024-03-20 10:03:59.500,-0.088379,-0.140869,-1.073486,2.487183,-1.785278,5.554199
2024-03-20 10:03:59.509,0.211182,0.120117,-0.889893,3.036499,-2.304077,4.898071
2024-03-20 10:03:59.520,0.199951,0.000488,-0.986572,1.068115,0.839233,3.204345
2024-03-20 10:03:59.529,-0.143311,-0.15625,-1.09375,1.113892,2.929687,4.91333
2024-03-20 10:03:59.540,-0.271729,0.025391,-1.040771,1.327515,1.541138,6.362915
2024-03-20 10:03:59.549,-0.039551,-0.087891,-0.949463,1.159668,-1.312256,4.104614
2024-03-20 10:03:59.560,0.109863,0.060303,-0.980713,0.915527,-0.640869,3.982544
2024-03-20 10:03:59.569,-0.035645,-0.033203,-1.015625,0.106812,0.488281,2.883911
2024-03-20 10:03:59.580,-0.14624,0.132324,-1.164307,0.854492,-0.427246,3.707886
2024-03-20 10:03:59.590,-0.049805,-0.078125,-1.126953,0.671387,-4.638672,1.998901
2024-03-20 10:03:59.599,0.294434,0.004395,-0.89209,1.480102,-2.670288,0.808716
2024-03-20 10:03:59.610,-0.013184,-0.085449,-0.8479,-0.610352,1.281738,2.01416
2024-03-20 10:03:59.619,-0.051514,-0.278809,-0.923828,0.167847,1.785278,5.386352
2024-03-20 10:03:59.630,-0.106689,0.005859,-1.139404,5.386352,4.150391,6.820678
2024-03-20 10:03:59.639,-0.086182,-0.046631,-1.04834,0.274658,2.258301,3.036499
2024-03-20 10:03:59.650,-0.088867,0.013672,-0.807861,0.350952,-1.571655,2.120972
2024-03-20 10:03:59.659,0.166992,-0.05542,-1.09375,4.91333,-2.761841,2.120972
2024-03-20 10:03:59.669,0.251953,0.038574,-1.051025,2.761841,1.068115,0.015259
2024-03-20 10:03:59.680,-0.070801,-0.116455,-0.914551,0.045776,3.036499,-1.113892
2024-03-20 10:03:59.689,-0.13501,-0.254883,-1.074951,2.944946,1.434326,0.50354
2024-03-20 10:03:59.700,-0.239746,-0.129395,-0.998291,6.713867,1.754761,3.463745
2024-03-20 10:03:59.709,-0.037842,-0.000732,-1.009766,4.226685,-0.38147,1.51062
2024-03-20 10:03:59.720,0.251221,0.019043,-0.970947,4.02832,-0.411987,-0.579834
2024-03-20 10:03:59.729,0.103271,0.008789,-0.970215,4.28772,2.365112,1.159668
2024-03-20 10:03:59.740,-0.079346,0.056641,-1.025391,2.166748,2.227783,0.106812
2024-03-20 10:03:59.750,0.030518,-0.105225,-1.029297,3.768921,3.036499,-2.01416
2024-03-20 10:03:59.759,-0.015625,-0.141113,-1.061279,3.723144,2.426147,-0.778198
2024-03-20 10:03:59.770,-0.19165,-0.010986,-0.952148,5.447387,1.281738,-0.915527
2024-03-20 10:03:59.779,0.07666,-0.070313,-1.054443,5.050659,1.251221,-2.593994
2024-03-20 10:03:59.790,0.034668,0.028076,-0.958008,3.326416,1.358032,-1.663208
2024-03-20 10:03:59.799,-0.018066,0.05957,-0.957275,3.250122,1.38855,-1.556396
2024-03-20 10:03:59.810,-0.108643,-0.089355,-1.156982,3.448486,1.296997,-0.595093
2024-03-20 10:03:59.819,-0.077148,-0.064453,-1.075684,1.266479,0.289917,0.427246
2024-03-20 10:03:59.830,-0.043213,-0.006592,-0.941895,1.480102,-0.579834,0.228882
2024-03-20 10:03:59.840,0.11499,-0.090088,-0.991943,1.785278,-1.205444,0.38147
2024-03-20 10:03:59.849,-0.041504,-0.030273,-1.099121,3.448486,0.457764,2.63977
2024-03-20 10:03:59.860,-0.060303,0.030273,-1.035889,1.51062,-0.488281,2.89917
2024-03-20 10:03:59.869,0.034668,-0.108398,-0.880615,0.640869,-0.50354,1.770019
2024-03-20 10:03:59.880,-0.152344,-0.061035,-1.064697,1.937866,-0.091553,5.0354
2024-03-20 10:03:59.889,-0.001221,0.050537,-1.120361,0.091553,-1.464844,4.516602
2024-03-20 10:03:59.900,0.03418,-0.155029,-0.985107,0.167847,-0.534058,2.029419
2024-03-20 10:03:59.909,-0.091309,-0.089844,-0.998291,0.62561,-0.152588,5.645751
2024-03-20 10:03:59.919,-0.202148,0.016357,-0.990234,0.823975,-1.571655,4.165649
2024-03-20 10:03:59.930,0.119141,-0.066162,-1.061035,0.442505,-2.090454,1.205444
2024-03-20 10:03:59.939,0.125732,-0.053711,-0.946045,0.289917,-0.747681,2.761841
2024-03-20 10:03:59.950,-0.147217,0.087891,-0.995361,1.052856,0.305176,1.846313
2024-03-20 10:03:59.959,0.069824,-0.106934,-0.949707,-1.708984,-0.198364,-1.281738
2024-03-20 10:03:59.970,0.100342,0.12085,-0.938721,-2.853393,0.808716,-0.427246
2024-03-20 10:03:59.979,-0.095947,-0.01709,-1.024658,-3.494262,3.417969,-1.022339
2024-03-20 10:03:59.990,-0.002686,-0.189697,-1.048096,-3.280639,3.479004,-0.717163
