Timestamp,x-accelerometer,y-accelerometer,z-accelerometer,x-gyroscope,y-gyroscope,z-gyroscope
2024-03-20 09:47:40.330,0.005615,-0.050537,-0.996826,-6.103515,1.419067,3.753662
2024-03-20 09:47:40.340,-0.020508,0.010254,-0.875732,-4.226685,2.655029,4.669189
2024-03-20 09:47:40.349,-0.08667,0.00415,-0.89624,-5.081176,4.394531,4.53186
2024-03-20 09:47:40.360,-0.157471,-0.060059,-0.949463,-3.189087,3.845215,4.455566
2024-03-20 09:47:40.369,-0.137207,-0.087646,-1.085449,-2.334595,2.13623,4.196167
2024-03-20 09:47:40.380,-0.087891,-0.121582,-0.989502,-1.495361,1.525879,4.837036
2024-03-20 09:47:40.389,-0.015869,-0.050537,-1.022705,-2.822876,2.120972,5.310058
2024-03-20 09:47:40.400,0.054443,-0.098633,-0.981689,-2.532959,3.90625,5.096435
2024-03-20 09:47:40.409,-0.0271,-0.115479,-1.05542,-1.541138,4.91333,5.477905
2024-03-20 09:47:40.419,-0.13623,-0.076904,-1.032227,-2.044678,3.814697,4.760742
2024-03-20 09:47:40.430,-0.0625,-0.11499,-0.998535,-3.341675,1.541138,4.058838
2024-03-20 09:47:40.439,0.002686,-0.054199,-1.024902,-2.578735,1.281738,4.486084
2024-03-20 09:47:40.450,-0.045898,-0.097656,-0.939453,-2.39563,1.876831,4.837036
2024-03-20 09:47:40.459,0.03418,-0.144043,-1.051025,-2.563476,2.075195,4.699707
2024-03-20 09:47:40.470,-0.014648,-0.051514,-1.031494,-2.456665,2.624511,3.616333
2024-03-20 09:47:40.479,-0.155762,-0.022217,-0.859863,-4.776001,0.457764,2.89917
2024-03-20 09:47:40.490,-0.026123,-0.01709,-0.827148,-2.227783,-1.358032,2.227783
2024-03-20 09:47:40.500,-0.002441,-0.0354,-0.862061,-2.380371,-0.213623,1.174927
2024-03-20 09:47:40.509,-0.030518,-0.066895,-0.797607,-4.02832,-0.045776,1.098633
2024-03-20 09:47:40.520,0.009521,-0.04248,-0.912842,-2.63977,-0.427246,1.815796
2024-03-20 09:47:40.529,-0.060547,-0.111328,-1.012451,-1.159668,0.62561,2.700805
2024-03-20 09:47:40.540,-0.150146,-0.145752,-1.036621,-2.487183,-0.518799,3.036499
2024-03-20 09:47:40.549,0.029053,-0.082275,-1.075195,-4.150391,-1.663208,2.716064
2024-03-20 09:47:40.560,0.103516,-0.171631,-1.14209,-2.746582,-0.900268,0.244141
2024-03-20 09:47:40.569,-0.118408,-0.14917,-1.161133,-0.930786,-0.228882,0.427246
2024-03-20 09:47:40.580,-0.022217,-0.173096,-1.208496,-3.128052,-1.998901,0.991821
2024-03-20 09:47:40.590,0.028809,-0.095459,-0.981445,-2.578735,0.457764,0.930786
2024-03-20 09:47:40.599,-0.081055,-0.161133,-0.889648,-2.029419,0.762939,0.473022
2024-03-20 09:47:40.610,0.01709,-0.172363,-0.865234,1.068115,-2.426147,1.602173
2024-03-20 09:47:40.619,-0.052979,-0.134033,-0.803711,2.27356,-1.617432,2.944946
2024-03-20 09:47:40.630,-0.003418,-0.05957,-0.900146,0.961304,-0.045776,3.845215
2024-03-20 09:47:40.639,0.066895,-0.132324,-1.058594,5.691528,-0.183105,4.364014
2024-03-20 09:47:40.650,0.022949,-0.141113,-1.080322,5.142211,0.473022,5.386352
2024-03-20 09:47:40.659,-0.136719,-0.173584,-1.089111,3.448486,0.793457,5.081176
2024-03-20 09:47:40.669,-0.066162,-0.061523,-0.993408,4.257202,-0.564575,4.40979
2024-03-20 09:47:40.680,-0.001221,-0.133301,-1.019531,4.608154,-0.88501,6.118774
2024-03-20 09:47:40.689,-0.179443,-0.171143,-1.0896,6.942749,-0.518799,8.773804
2024-03-20 09:47:40.699,-0.084229,-0.112305,-1.135254,3.952026,-1.953125,9.674072
2024-03-20 09:47:40.709,0.109131,-0.006836,-0.882568,2.075195,-2.349854,8.94165
2024-03-20 09:47:40.719,0.095215,0.016357,-0.789307,1.983642,-1.144409,8.712769
2024-03-20 09:47:40.729,0.049072,-0.053711,-0.892822,3.677368,-0.350952,7.369995
2024-03-20 09:47:40.738,0.013184,-0.150879,-1.003906,2.746582,-0.473022,4.867554
2024-03-20 09:47:40.748,-0.09668,-0.062012,-1.192871,1.968384,-1.373291,4.379272
2024-03-20 09:47:40.758,-0.072266,-0.035645,-1.106201,1.00708,-1.708984,5.645751
2024-03-20 09:47:40.768,0.043457,-0.075195,-1.117188,-0.442505,-0.38147,5.447387
2024-03-20 09:47:40.777,0.092285,-0.056885,-0.977051,1.022339,1.495361,5.66101
2024-03-20 09:47:40.787,-0.043945,-0.08667,-1.061523,0.228882,2.39563,6.317138
2024-03-20 09:47:40.797,-0.072266,-0.065674,-0.922119,1.12915,2.807617,6.04248
2024-03-20 09:47:40.806,-0.077393,0.023682,-0.875244,-1.00708,2.578735,5.844116
2024-03-20 09:47:40.816,-0.0625,-0.001221,-0.918457,-0.900268,1.953125,6.195068
2024-03-20 09:47:40.826,-0.095703,0.033936,-0.868408,1.205444,1.449585,7.125854
2024-03-20 09:47:40.836,-0.007813,-0.135254,-0.841797,-3.02124,1.098633,7.278442
2024-03-20 09:47:40.846,0.042725,-0.082275,-1.1521,1.205444,1.480102,8.148193
2024-03-20 09:47:40.855,-0.054443,-0.030029,-1.213623,1.083374,2.288818,6.576538
2024-03-20 09:47:40.865,-0.078613,-0.101074,-1.106689,-2.319336,-0.457764,6.561279
2024-03-20 09:47:40.875,-0.064697,0.001465,-0.856689,-0.930786,-0.961304,8.331299
2024-03-20 09:47:40.885,-0.150391,-0.021484,-0.841553,1.220703,-0.106812,8.712769
